,playerId,gameWeek,firstName,secondName,position,teamId,minutes,eventPoints,totalPoints,goalsScored,assists,cleanSheets,goalsConceded,penaltiesSaved,penaltiesMissed,ownGoals,yellowCards,redCards,saves,bonus,bonusPointsSystem,dreamTeamCount,nowCost,costChangeEvent,costChangeStart,selectedByPercent,valueForm,valueSeason,transfersIn,transfersInEvent,transfersOut,transfersOutEvent,influence,creativity,threat,ictIndex,expectedGoals,expectedAssists,expectedGoalInvolvements,expectedGoalsConceded,expectedGoalsPer90,expectedAssistsPer90,expectedGoalInvolvementsPer90,expectedGoalsConcededPer90,goalsConcededPer90,startsPer90,cleanSheetsPer90
10,3,1,Gabriel,dos Santos Magalhães,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,22,0,61,1,1,18.4,1.3,5.9,0,0,0,0,13,1.4,8.0,2.3,0.12,0.02,0.14,0.47,0,0,0,0,0,0,0
11,3,2,Gabriel,dos Santos Magalhães,2,1,90,0,6,0,0,1,0,0,0,0,1,0,0,1,25,0,61,1,1,18.4,1.3,5.9,0,0,0,0,21,1.9,0.0,2.3,0.0,0.02,0.02,1.28,0,0,0,0,0,0,0
12,3,3,Gabriel,dos Santos Magalhães,2,1,90,0,2,0,0,0,1,0,0,0,0,0,0,0,17,0,61,1,1,18.4,1.3,5.9,0,0,0,0,20,20.8,9.0,5.1,0.12,0.01,0.13,1.83,0,0,0,0,0,0,0
13,3,4,Gabriel,dos Santos Magalhães,2,1,90,0,15,1,0,1,0,0,0,0,0,0,0,3,40,0,61,1,1,18.4,1.3,5.9,0,0,0,0,58,0.7,35.0,9.4,0.27,0.0,0.27,0.74,0,0,0,0,0,0,0
14,3,5,Gabriel,dos Santos Magalhães,2,1,90,0,7,1,0,0,2,0,0,0,0,0,0,0,15,0,61,1,1,18.4,1.3,5.9,0,0,0,0,56,0.8,40.0,9.7,0.49,0.01,0.5,2.16,0,0,0,0,0,0,0
15,4,1,Kai,Havertz,4,1,90,0,12,1,1,1,0,0,0,0,0,0,0,3,48,0,81,0,1,17.0,0.5,3.2,0,0,0,0,54,24.1,46.0,12.5,0.45,0.04,0.49,0.47,0,0,0,0,0,0,0
16,4,2,Kai,Havertz,4,1,90,0,2,0,0,1,0,0,0,0,0,0,0,0,-2,0,81,0,1,17.0,0.5,3.2,0,0,0,0,0,6.1,15.0,2.0,0.21,0.03,0.24,1.28,0,0,0,0,0,0,0
17,4,3,Kai,Havertz,4,1,90,0,8,1,0,0,1,0,0,0,0,0,0,2,34,0,81,0,1,17.0,0.5,3.2,0,0,0,0,47,24.8,30.0,10.2,0.77,0.05,0.82,1.83,0,0,0,0,0,0,0
18,4,4,Kai,Havertz,4,1,90,0,2,0,0,1,0,0,0,0,0,0,0,0,9,0,81,0,1,17.0,0.5,3.2,0,0,0,0,19,5.4,36.0,6.1,0.14,0.0,0.14,0.74,0,0,0,0,0,0,0
19,4,5,Kai,Havertz,4,1,90,0,2,0,0,0,2,0,0,0,0,0,0,0,8,0,81,0,1,17.0,0.5,3.2,0,0,0,0,15,0.0,17.0,3.2,0.06,0.0,0.06,2.16,0,0,0,0,0,0,0
20,5,1,Karl,Hein,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
21,5,2,Karl,Hein,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
22,5,3,Karl,Hein,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
23,5,4,Karl,Hein,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
24,5,5,Karl,Hein,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
25,6,1,Jurriën,Timber,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,55,0,0,1.4,0.5,2.7,0,0,0,0,0,0.8,8.0,0.8,0.02,0.01,0.03,0.15,0,0,0,0,0,0,0
26,6,2,Jurriën,Timber,2,1,78,0,6,0,0,1,0,0,0,0,0,0,0,0,24,0,55,0,0,1.4,0.5,2.7,0,0,0,0,3,4.7,2.0,1.0,0.0,0.01,0.01,1.12,0,0,0,0,0,0,0
27,6,3,Jurriën,Timber,2,1,79,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,55,0,0,1.4,0.5,2.7,0,0,0,0,12,10.6,4.0,2.7,0.0,0.02,0.02,1.55,0,0,0,0,0,0,0
28,6,4,Jurriën,Timber,2,1,90,0,5,0,0,1,0,0,0,0,1,0,0,0,20,0,55,0,0,1.4,0.5,2.7,0,0,0,0,13,1.1,7.0,2.2,0.05,0.01,0.06,0.74,0,0,0,0,0,0,0
29,6,5,Jurriën,Timber,2,1,90,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,55,0,0,1.4,0.5,2.7,0,0,0,0,12,0.0,0.0,1.2,0.0,0.0,0.0,1.68,0,0,0,0,0,0,0
30,7,1,Jorge Luiz,Frello Filho,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-1,0.3,0.1,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
31,7,2,Jorge Luiz,Frello Filho,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-1,0.3,0.1,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
32,7,3,Jorge Luiz,Frello Filho,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-1,0.3,0.1,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
33,7,4,Jorge Luiz,Frello Filho,3,1,90,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,49,0,-1,0.3,0.1,0.4,0,0,0,0,0,1.8,0.0,0.2,0.0,0.0,0.0,0.74,0,0,0,0,0,0,0
34,7,5,Jorge Luiz,Frello Filho,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-1,0.3,0.1,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
35,8,1,Jakub,Kiwior,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1,-2,0.1,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
36,8,2,Jakub,Kiwior,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1,-2,0.1,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
37,8,3,Jakub,Kiwior,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1,-2,0.1,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
38,8,4,Jakub,Kiwior,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1,-2,0.1,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
39,8,5,Jakub,Kiwior,2,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,48,-1,-2,0.1,0.1,0.2,0,0,0,0,5,0.0,0.0,0.5,0.0,0.0,0.0,0.99,0,0,0,0,0,0,0
40,9,1,Gabriel,Martinelli Silva,3,1,90,0,3,0,0,1,0,0,0,0,0,0,0,0,16,0,69,0,-1,2.1,0.4,2.2,0,0,0,0,13,36.7,25.0,7.5,0.08,0.19,0.27,0.47,0,0,0,0,0,0,0
41,9,2,Gabriel,Martinelli Silva,3,1,64,0,3,0,0,1,0,0,0,0,0,0,0,0,9,0,69,0,-1,2.1,0.4,2.2,0,0,0,0,6,26.3,10.0,4.3,0.0,0.41,0.41,1.12,0,0,0,0,0,0,0
42,9,3,Gabriel,Martinelli Silva,3,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,69,0,-1,2.1,0.4,2.2,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.65,0,0,0,0,0,0,0
43,9,4,Gabriel,Martinelli Silva,3,1,79,0,3,0,0,1,0,0,0,0,0,0,0,0,18,0,69,0,-1,2.1,0.4,2.2,0,0,0,0,22,25.6,31.0,7.9,0.17,0.14,0.31,0.61,0,0,0,0,0,0,0
44,9,5,Gabriel,Martinelli Silva,3,1,86,0,5,0,1,0,1,0,0,0,0,0,0,0,18,0,69,0,-1,2.1,0.4,2.2,0,0,0,0,25,25.0,4.0,5.4,0.0,0.06,0.06,1.48,0,0,0,0,0,0,0
45,10,1,Reiss,Nelson,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.1,0.5,1.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
46,10,5,Reiss,Nelson,3,9,16,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,50,0,0,0.1,0.5,1.6,0,0,0,0,38,12.0,21.0,7.1,0.31,0.05,0.36,0.3,0,0,0,0,0,0,0
47,11,1,Eddie,Nketiah,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,-1,1.0,0.2,0.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
48,11,5,Eddie,Nketiah,4,7,65,0,2,0,0,1,0,0,0,0,0,0,0,0,9,0,59,0,-1,1.0,0.2,0.7,0,0,0,0,6,1.0,11.0,1.9,0.15,0.01,0.16,1.63,0,0,0,0,0,0,0
49,12,1,Ethan,Nwaneri,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.3,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
50,12,2,Ethan,Nwaneri,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.3,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
51,12,3,Ethan,Nwaneri,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.3,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
52,12,4,Ethan,Nwaneri,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,0.3,0.1,0.2,0,0,0,0,8,0.4,0.0,0.9,0.0,0.0,0.0,0.09,0,0,0,0,0,0,0
53,12,5,Ethan,Nwaneri,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.3,0.1,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
54,13,1,Martin,Ødegaard,3,1,90,0,3,0,0,1,0,0,0,0,0,0,0,0,16,0,82,-1,-3,4.6,0.1,0.9,0,0,0,0,15,24.0,15.0,5.4,0.02,0.06,0.08,0.47,0,0,0,0,0,0,0
55,13,2,Martin,Ødegaard,3,1,90,0,2,0,0,1,0,0,0,0,1,0,0,0,4,0,82,-1,-3,4.6,0.1,0.9,0,0,0,0,9,34.2,20.0,6.4,0.26,0.6,0.86,1.28,0,0,0,0,0,0,0
56,13,3,Martin,Ødegaard,3,1,73,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,82,-1,-3,4.6,0.1,0.9,0,0,0,0,10,16.8,25.0,5.2,0.18,0.08,0.26,1.18,0,0,0,0,0,0,0
57,13,4,Martin,Ødegaard,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-1,-3,4.6,0.1,0.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
58,13,5,Martin,Ødegaard,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-1,-3,4.6,0.1,0.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
59,14,1,Aaron,Ramsdale,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,2.0,0.6,1.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
60,14,5,Aaron,Ramsdale,1,17,90,0,3,0,0,0,1,0,0,0,0,0,5,0,15,0,44,0,-1,2.0,0.6,1.8,0,0,0,0,41,0.0,0.0,4.1,0.0,0.0,0.0,1.69,0,0,0,0,0,0,0
61,15,1,David,Raya Martin,1,1,90,0,8,0,0,1,0,0,0,0,0,0,3,1,28,0,56,1,1,31.4,0.9,5.9,0,0,0,0,28,0.0,0.0,2.8,0.0,0.0,0.0,0.47,0,0,0,0,0,0,0
62,15,2,David,Raya Martin,1,1,90,0,10,0,0,1,0,0,0,0,0,0,3,3,27,0,56,1,1,31.4,0.9,5.9,0,0,0,0,28,0.0,0.0,2.8,0.0,0.0,0.0,1.28,0,0,0,0,0,0,0
63,15,3,David,Raya Martin,1,1,90,0,2,0,0,0,1,0,0,0,1,0,3,0,8,0,56,1,1,31.4,0.9,5.9,0,0,0,0,33,0.0,0.0,3.4,0.0,0.01,0.01,1.83,0,0,0,0,0,0,0
64,15,4,David,Raya Martin,1,1,90,0,9,0,0,1,0,0,0,0,0,0,5,2,33,0,56,1,1,31.4,0.9,5.9,0,0,0,0,41,0.0,0.0,4.1,0.0,0.0,0.0,0.74,0,0,0,0,0,0,0
65,15,5,David,Raya Martin,1,1,90,0,4,0,0,0,2,0,0,0,0,0,9,0,21,0,56,1,1,31.4,0.9,5.9,0,0,0,0,63,0.0,0.0,6.3,0.0,0.0,0.0,2.16,0,0,0,0,0,0,0
66,16,1,Declan,Rice,3,1,84,0,3,0,0,1,0,0,0,0,0,0,0,0,9,0,63,0,-2,2.9,0.0,0.6,0,0,0,0,6,13.4,8.0,2.8,0.09,0.05,0.14,0.32,0,0,0,0,0,0,0
67,16,2,Declan,Rice,3,1,90,0,2,0,0,1,0,0,0,0,1,0,0,0,18,0,63,0,-2,2.9,0.0,0.6,0,0,0,0,18,12.3,21.0,5.2,0.07,0.11,0.18,1.28,0,0,0,0,0,0,0
68,16,3,Declan,Rice,3,1,48,0,-2,0,0,0,1,0,0,0,0,1,0,0,-10,0,63,0,-2,2.9,0.0,0.6,0,0,0,0,0,1.7,6.0,0.1,0.03,0.03,0.06,0.08,0,0,0,0,0,0,0
69,16,4,Declan,Rice,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,-2,2.9,0.0,0.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
70,16,5,Declan,Rice,3,1,90,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,63,0,-2,2.9,0.0,0.6,0,0,0,0,16,1.0,2.0,2.0,0.0,0.01,0.01,2.16,0,0,0,0,0,0,0
71,17,1,Bukayo,Saka,3,1,79,0,12,1,1,1,0,0,0,0,1,0,0,2,42,0,100,0,0,30.4,0.6,3.5,0,0,0,0,64,61.7,78.0,20.4,0.35,0.37,0.72,0.32,0,0,0,0,0,0,0
72,17,2,Bukayo,Saka,3,1,87,0,6,0,1,1,0,0,0,0,0,0,0,0,21,0,100,0,0,30.4,0.6,3.5,0,0,0,0,27,27.4,27.0,8.2,0.05,0.1,0.15,1.25,0,0,0,0,0,0,0
73,17,3,Bukayo,Saka,3,1,90,0,6,0,1,0,1,0,0,0,0,0,0,1,21,0,100,0,0,30.4,0.6,3.5,0,0,0,0,34,21.2,88.0,14.4,0.95,0.2,1.15,1.83,0,0,0,0,0,0,0
74,17,4,Bukayo,Saka,3,1,85,0,7,0,1,1,0,0,0,0,0,0,0,1,25,0,100,0,0,30.4,0.6,3.5,0,0,0,0,27,35.0,13.0,7.5,0.05,0.35,0.4,0.65,0,0,0,0,0,0,0
75,17,5,Bukayo,Saka,3,1,45,0,4,0,1,0,1,0,0,0,0,0,0,0,19,0,100,0,0,30.4,0.6,3.5,0,0,0,0,18,28.8,0.0,4.7,0.0,0.41,0.41,0.6,0,0,0,0,0,0,0
76,18,1,William,Saliba,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,26,0,60,0,0,34.8,0.4,3.3,0,0,0,0,14,0.9,0.0,1.6,0.0,0.0,0.0,0.47,0,0,0,0,0,0,0
77,18,2,William,Saliba,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,24,0,60,0,0,34.8,0.4,3.3,0,0,0,0,23,1.2,0.0,2.5,0.0,0.01,0.01,1.28,0,0,0,0,0,0,0
78,18,3,William,Saliba,2,1,90,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,60,0,0,34.8,0.4,3.3,0,0,0,0,22,1.3,0.0,2.3,0.0,0.01,0.01,1.83,0,0,0,0,0,0,0
79,18,4,William,Saliba,2,1,90,0,5,0,0,1,0,0,0,0,1,0,0,0,22,0,60,0,0,34.8,0.4,3.3,0,0,0,0,8,0.4,2.0,1.1,0.0,0.01,0.01,0.74,0,0,0,0,0,0,0
80,18,5,William,Saliba,2,1,90,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,60,0,0,34.8,0.4,3.3,0,0,0,0,24,0.3,0.0,2.5,0.0,0.0,0.0,2.16,0,0,0,0,0,0,0
81,19,1,Emile,Smith Rowe,3,9,63,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,58,1,3,29.6,1.0,5.2,0,0,0,0,4,3.8,0.0,0.8,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0
82,19,5,Emile,Smith Rowe,3,9,83,0,8,1,0,0,1,0,0,0,0,0,0,1,27,0,58,1,3,29.6,1.0,5.2,0,0,0,0,37,6.8,27.0,7.1,0.41,0.02,0.43,1.24,0,0,0,0,0,0,0
83,20,1,Thomas,Partey,3,1,90,0,3,0,0,1,0,0,0,0,0,0,0,0,16,0,50,0,0,1.5,0.3,3.8,0,0,0,0,14,43.6,1.0,5.9,0.06,0.06,0.12,0.47,0,0,0,0,0,0,0
84,20,2,Thomas,Partey,3,1,90,0,11,1,0,1,0,0,0,0,0,0,0,3,27,0,50,0,0,1.5,0.3,3.8,0,0,0,0,39,7.5,8.0,5.5,0.1,0.08,0.18,1.28,0,0,0,0,0,0,0
85,20,3,Thomas,Partey,3,1,90,0,1,0,0,0,1,0,0,0,1,0,0,0,8,0,50,0,0,1.5,0.3,3.8,0,0,0,0,17,0.6,0.0,1.8,0.0,0.0,0.0,1.83,0,0,0,0,0,0,0
86,20,4,Thomas,Partey,3,1,90,0,3,0,0,1,0,0,0,0,0,0,0,0,12,0,50,0,0,1.5,0.3,3.8,0,0,0,0,20,2.8,0.0,2.3,0.0,0.07,0.07,0.74,0,0,0,0,0,0,0
87,20,5,Thomas,Partey,3,1,90,0,1,0,0,0,2,0,0,0,1,0,0,0,11,0,50,0,0,1.5,0.3,3.8,0,0,0,0,14,2.3,2.0,1.8,0.0,0.02,0.02,2.16,0,0,0,0,0,0,0
88,21,1,Kieran,Tierney,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
89,21,2,Kieran,Tierney,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
90,21,3,Kieran,Tierney,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
91,21,4,Kieran,Tierney,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
92,21,5,Kieran,Tierney,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
93,22,1,Tomiyasu,Takehiro,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
94,22,2,Tomiyasu,Takehiro,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95,22,3,Tomiyasu,Takehiro,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96,22,4,Tomiyasu,Takehiro,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
97,22,5,Tomiyasu,Takehiro,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
98,23,1,Leandro,Trossard,3,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,69,0,-1,1.6,0.1,1.4,0,0,0,0,4,0.3,0.0,0.5,0.0,0.0,0.0,0.15,0,0,0,0,0,0,0
99,23,2,Leandro,Trossard,3,1,25,0,7,1,0,0,0,0,0,0,0,0,0,1,25,0,69,0,-1,1.6,0.1,1.4,0,0,0,0,33,0.5,26.0,6.0,0.18,0.02,0.2,0.16,0,0,0,0,0,0,0
100,23,3,Leandro,Trossard,3,1,58,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,69,0,-1,1.6,0.1,1.4,0,0,0,0,9,15.2,21.0,4.6,0.03,0.08,0.11,0.93,0,0,0,0,0,0,0
101,23,4,Leandro,Trossard,3,1,79,0,3,0,0,1,0,0,0,0,0,0,0,0,13,0,69,0,-1,1.6,0.1,1.4,0,0,0,0,9,21.2,5.0,3.6,0.05,0.03,0.08,0.61,0,0,0,0,0,0,0
102,23,5,Leandro,Trossard,3,1,52,0,-2,0,0,0,2,0,0,0,0,1,0,0,-10,0,69,0,-1,1.6,0.1,1.4,0,0,0,0,0,0.0,4.0,0.0,0.08,0.0,0.08,0.6,0,0,0,0,0,0,0
103,24,1,Benjamin,White,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,22,0,65,0,0,7.7,0.5,3.2,0,0,0,0,5,1.3,8.0,1.5,0.07,0.06,0.13,0.47,0,0,0,0,0,0,0
104,24,2,Benjamin,White,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,23,0,65,0,0,7.7,0.5,3.2,0,0,0,0,9,6.8,4.0,2.0,0.0,0.02,0.02,1.28,0,0,0,0,0,0,0
105,24,3,Benjamin,White,2,1,90,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,65,0,0,7.7,0.5,3.2,0,0,0,0,22,0.8,5.0,2.8,0.04,0.0,0.04,1.83,0,0,0,0,0,0,0
106,24,4,Benjamin,White,2,1,90,0,6,0,0,1,0,0,0,0,0,0,0,0,23,0,65,0,0,7.7,0.5,3.2,0,0,0,0,10,1.9,0.0,1.2,0.0,0.01,0.01,0.74,0,0,0,0,0,0,0
